Bronze
move, 716.4095458984375, 37.633296966552734, -797.2031860351562
move, 773.2813720703125, 40.49933624267578, -876.2489624023438
move, 775.0529174804688, 40.656227111816406, -930.495849609375
move, 778.951171875, 38.37914276123047, -986.0733642578125
move, 794.5067138671875, 38.00553894042969, -1036.69677734375
move, 872.7576293945312, 38.17970275878906, -1143.53564453125
move, 973.3184814453125, 38.1231689453125, -1196.382568359375
move, 1121.3671875, 37.7673454284668, -1149.8448486328125
move, 1172.002685546875, 37.673248291015625, -1159.7813720703125
move, 1178.7349853515625, 37.81604766845703, -1132.394287109375
move, 1170.3033447265625, 37.85847473144531, -1129.4365234375
mine, Coal, Coal_1164_34_-1129_6.6_6.9_7.0_3
move, 1177.4656982421875, 36.547149658203125, -1040.4935302734375
move, 1158.4610595703125, 33.41938018798828, -993.4131469726562
mine, Coal, Coal_1155_30_-990_6.7_9.1_5.6_3
move, 1161.1097412109375, 32.37909698486328, -987.551513671875
move, 1150.5064697265625, 29.136186599731445, -967.1537475585938
move, 1131.02197265625, 23.996240615844727, -951.0810546875
move, 1116.0189208984375, 21.084897994995117, -940.3567504882812
move, 1099.4412841796875, 16.0736083984375, -941.1046752929688
move, 1071.2735595703125, 8.876055717468262, -944.3682861328125
move, 1066.37939453125, 9.65727710723877, -936.4478149414062
mine, Copper, Copper_1064_7_-933_6.6_6.9_7.0_3
move, 1063.0302734375, 9.163368225097656, -984.6224975585938
move, 1078.603759765625, 6.895078182220459, -1011.034423828125
move, 1095.49365234375, 3.7031564712524414, -1034.197265625
move, 1169.4307861328125, -6.0558671951293945, -1051.3992919921875
move, 1174.3724365234375, -5.697595596313477, -1041.0518798828125
mine, Coal, Coal_1175_-9_-1038_6.7_9.1_5.6_3
move, 1202.397705078125, -10.818453788757324, -1066.3408203125
move, 1219.3388671875, -10.132498741149902, -1078.7960205078125
move, 1239.1859130859375, -14.119030952453613, -1076.08544921875
move, 1260.7744140625, -18.85118865966797, -1067.253662109375
move, 1260.7744140625, -18.851016998291016, -1067.253662109375
move, 1264.4803466796875, -23.871503829956055, -1054.77001953125
mine, Copper, Copper_1260_-27_-1052_6.7_9.1_5.6_3
move, 1270.1971435546875, -24.9246768951416, -1058.180908203125
move, 1269.8740234375, -22.95863151550293, -1065.353759765625
move, 1269.4967041015625, -18.756275177001953, -1073.731201171875
move, 1270.44384765625, -18.660682678222656, -1073.7711181640625
mine, Coal, Coal_1276_-22_-1074_6.7_9.1_5.6_3
move, 1269.60205078125, -17.02906608581543, -1084.259033203125
move, 1268.69873046875, -15.013565063476562, -1095.55908203125
move, 1267.169189453125, -11.454446792602539, -1114.6947021484375
move, 1244.573486328125, -7.581409454345703, -1139.1173095703125
move, 1238.67724609375, -8.675498962402344, -1135.469970703125
mine, Copper, Copper_1235_-12_-1132_6.6_6.9_7.0_3
move, 1246.5179443359375, -4.95949125289917, -1148.2833251953125
move, 1265.3233642578125, -0.6969621777534485, -1163.8885498046875
move, 1269.2564697265625, 0.8092262744903564, -1176.67822265625
move, 1265.933349609375, 0.5342503786087036, -1178.02392578125
mine, Copper, Copper_1261_-1_-1179_6.6_6.9_7.0_3
move, 1263.445556640625, 1.8493030071258545, -1193.783447265625
move, 1251.8426513671875, 1.9185364246368408, -1221.0382080078125
mine, Copper, Copper_1252_0_-1226_6.7_9.1_5.6_3
move, 1230.5697021484375, 1.8493030071258545, -1195.8382568359375
move, 1241.4302978515625, 1.8002872467041016, -1183.5123291015625
mine, Coal, Coal_1244_-2_-1181_6.6_6.9_7.0_3
move, 1212.8057861328125, 1.5049200057983398, -1188.328857421875
move, 1200.7686767578125, 1.8661861419677734, -1210.0299072265625
move, 1181.7630615234375, 1.8493030071258545, -1219.389404296875
move, 1150.145751953125, 1.8865742683410645, -1229.9581298828125
move, 1129.1265869140625, 1.8720319271087646, -1237.045166015625
move, 1120.0435791015625, 1.0539110898971558, -1238.6539306640625
move, 1100.2979736328125, 0.4258034825325012, -1245.0306396484375
move, 1075.257080078125, 1.6197072267532349, -1256.3675537109375
move, 1063.30224609375, 0.7458409070968628, -1260.893798828125
move, 1054.4154052734375, 0.13646775484085083, -1260.5238037109375
move, 1046.858642578125, -1.484446406364441, -1259.3746337890625
move, 1022.03125, -1.4844462871551514, -1259.71826171875
move, 886.9025268554688, -1.484445333480835, -1243.71630859375
move, 769.9078369140625, -1.4844462871551514, -1184.3433837890625
move, 755.2844848632812, -1.4844458103179932, -1163.3978271484375
move, 750.5484619140625, 2.0528581142425537, -1149.400146484375
move, 724.5950927734375, 3.627176284790039, -1072.687255859375
move, 690.9467163085938, 16.002742767333984, -1033.7879638671875
move, 665.6077880859375, 27.531166076660156, -1005.3250122070312
move, 666.6515502929688, 37.35477066040039, -967.4527587890625
move, 721.3740844726562, 38.417545318603516, -957.3413696289062
move, 770.1315307617188, 40.422908782958984, -876.7335815429688
move, 719.6397705078125, 37.81276321411133, -811.0026245117188
move, 666.5430297851562, 37.779727935791016, -765.57958984375
move, 643.8707275390625, 38.00554275512695, -788.65087890625
move, 636.6002807617188, 40.10552978515625, -782.5281372070312
move, 619.8862915039062, 40.10552978515625, -768.9019165039062
move, 611.4979248046875, 40.10554504394531, -780.0883178710938
move, 613.8834228515625, 40.10554122924805, -791.3928833007812
sell, 613.8834228515625, 40.10554122924805, -791.3928833007812
